card_id,build_card_id,nome,ovr,posicao,box,funcao,motor_versao,impeto_aplicado,lote,origem,build_versao,atualizado,motivo,registro_chave
"105783165571441","105783165571441","Rafael Leao","83","PE","Italian League Selection 18 Sep '25","Ponta criadora","6","Cruzamento +1","linha_4495","nativa","v6","2026-08-17 14:46:09.266001+00","vaga livre — A COLETAR","105783165571441|Ponta criadora|6"
"105783165571441","105783165571441","Rafael Leao","83","PE","Italian League Selection 18 Sep '25","Ponta finalizadora","6","Agilidade +1","linha_4496","nativa","v6","2026-08-17 14:46:09.42641+00","vaga livre — A COLETAR","105783165571441|Ponta finalizadora|6"
"105783702451920","105783702451920","K. Kvaratskhelia","84","PE","Paris Saint-Germain Selection 6 Oct '25","Centroavante móvel","6","Instinto Artilheiro +1","linha_9984","comprada:CA","v6","2026-08-15 16:36:58.290248+00","vaga livre — A COLETAR","105783702451920|Centroavante móvel|6"
"105783702451920","105783702451920","K. Kvaratskhelia","84","PE","Paris Saint-Germain Selection 6 Oct '25","Meia de lado por dentro","6","Agilidade +1","linha_9986","comprada:MLE","v6","2026-08-15 16:36:58.632612+00","vaga livre — A COLETAR","105783702451920|Meia de lado por dentro|6"
"105783702451920","105783702451920","K. Kvaratskhelia","84","PE","Paris Saint-Germain Selection 6 Oct '25","Meia ofensivo armador","6","Passe +1","linha_4285","comprada:SA","v6","2026-08-17 14:45:33.896914+00","vaga livre — A COLETAR","105783702451920|Meia ofensivo armador|6"
"105783702451920","105783702451920","K. Kvaratskhelia","84","PE","Paris Saint-Germain Selection 6 Oct '25","Ponta criadora","6","Agilidade +1","linha_4287","nativa","v6","2026-08-17 14:45:34.205191+00","vaga livre — A COLETAR","105783702451920|Ponta criadora|6"
"105783702451920","105783702451920","K. Kvaratskhelia","84","PE","Paris Saint-Germain Selection 6 Oct '25","Ponta finalizadora","6","Agilidade +1","linha_4288","nativa","v6","2026-08-17 14:45:34.40841+00","vaga livre — A COLETAR","105783702451920|Ponta finalizadora|6"
"105796318835406","105796318835406","Raul Caceres","79","LD","Brazilian League Selection 25 Sep '25","Lateral defensivo","6","Reconstrução +1","linha_12264","nativa","v6","2026-08-17 16:57:33.329349+00","vaga livre — A COLETAR","105796318835406|Lateral defensivo|6"
"105796318835406","105796318835406","Raul Caceres","79","LD","Brazilian League Selection 25 Sep '25","Lateral ofensivo","6","Agilidade +1","linha_12272","nativa","v6","2026-08-17 16:58:52.846116+00","vaga livre — A COLETAR","105796318835406|Lateral ofensivo|6"
"105796318835406","105796318835406","Raul Caceres","79","LD","Brazilian League Selection 25 Sep '25","Meia de lado por dentro","6","Instinto Artilheiro +1","linha_2395","comprada:MLD","v6","2026-08-10 23:51:20.774337+00","vaga livre — A COLETAR","105796318835406|Meia de lado por dentro|6"
"105796318835406","105796318835406","Raul Caceres","79","LD","Brazilian League Selection 25 Sep '25","Ponta finalizadora","6","Condução Técnica +1","linha_12265","comprada:PD","v6","2026-08-17 16:57:59.594384+00","vaga livre — A COLETAR","105796318835406|Ponta finalizadora|6"
"105796318835406","105796318835406","Raul Caceres","79","LD","Brazilian League Selection 25 Sep '25","Zagueiro de saída","6","Defesa (Roubo) +1","linha_12266","comprada:ZC","v6","2026-08-17 16:58:09.172468+00","vaga livre — A COLETAR","105796318835406|Zagueiro de saída|6"
"105796318836246","105796318836246","Lucas Silva","81","MC","Brazilian League Selection 25 Sep '25","Meia central armador","6","Técnica +1","linha_2394","nativa","v6","2026-08-10 23:41:12.637241+00","vaga livre — A COLETAR","105796318836246|Meia central armador|6"
"105796318836246","105796318836246","Lucas Silva","81","MC","Brazilian League Selection 25 Sep '25","Meia central de chegada","6","Técnica +1","linha_2396","nativa","v6","2026-08-11 01:26:52.558819+00","vaga livre — A COLETAR","105796318836246|Meia central de chegada|6"
"105796318836246","105796318836246","Lucas Silva","81","MC","Brazilian League Selection 25 Sep '25","Meia de lado por dentro","6","Técnica +1","linha_2406","comprada:MLD","v6","2026-08-11 02:01:40.919165+00","vaga livre — A COLETAR","105796318836246|Meia de lado por dentro|6"
"105796318836246","105796318836246","Lucas Silva","81","MC","Brazilian League Selection 25 Sep '25","Meia ofensivo armador","6","Técnica +1","linha_2397","comprada:MO","v6","2026-08-11 01:41:01.152913+00","vaga livre — A COLETAR","105796318836246|Meia ofensivo armador|6"
"105796318836246","105796318836246","Lucas Silva","81","MC","Brazilian League Selection 25 Sep '25","Volante de construção","6","Reconstrução +1","linha_2462","comprada:VOL","v6","2026-08-11 05:01:50.706574+00","vaga livre — A COLETAR","105796318836246|Volante de construção|6"
"105796318894173","105796318894173","Rafael Borre","80","CA","Brazilian League Selection 25 Sep '25","Centroavante fixo","6","Força +1","linha_12248","nativa","v6","2026-08-17 16:55:45.646733+00","vaga livre — A COLETAR","105796318894173|Centroavante fixo|6"
"105796318894173","105796318894173","Rafael Borre","80","CA","Brazilian League Selection 25 Sep '25","Centroavante móvel","6","Instinto Artilheiro +1","linha_12250","nativa","v6","2026-08-17 16:55:50.170691+00","vaga livre — A COLETAR","105796318894173|Centroavante móvel|6"
"105796318894173","105796318894173","Rafael Borre","80","CA","Brazilian League Selection 25 Sep '25","Falso nove","6","Instinto Artilheiro +1","linha_12255","nativa","v6","2026-08-17 16:56:35.427853+00","vaga livre — A COLETAR","105796318894173|Falso nove|6"
"105796318894173","105796318894173","Rafael Borre","80","CA","Brazilian League Selection 25 Sep '25","Meia ofensivo armador","6","Técnica +1","linha_12251","comprada:MO","v6","2026-08-17 16:56:16.515504+00","vaga livre — A COLETAR","105796318894173|Meia ofensivo armador|6"
"105796318894173","105796318894173","Rafael Borre","80","CA","Brazilian League Selection 25 Sep '25","Ponta finalizadora","6","Condução Técnica +1","linha_12252","comprada:PE","v6","2026-08-17 16:56:25.651863+00","vaga livre — A COLETAR","105796318894173|Ponta finalizadora|6"
"105796318903040","105796318903040","Allan","78","MC","Brazilian League Selection 25 Sep '25","Lateral ofensivo","6","Agilidade +1","linha_12287","comprada:LE","v6","2026-08-17 17:05:00.243077+00","vaga livre — A COLETAR","105796318903040|Lateral ofensivo|6"
"105796318903040","105796318903040","Allan","78","MC","Brazilian League Selection 25 Sep '25","Meia central armador","6","Técnica +1","linha_12286","nativa","v6","2026-08-17 17:03:51.214648+00","vaga livre — A COLETAR","105796318903040|Meia central armador|6"
"105796318903040","105796318903040","Allan","78","MC","Brazilian League Selection 25 Sep '25","Meia central de chegada","6","Agilidade +1","linha_12296","nativa","v6","2026-08-17 17:06:37.274368+00","vaga livre — A COLETAR","105796318903040|Meia central de chegada|6"
"105796318903040","105796318903040","Allan","78","MC","Brazilian League Selection 25 Sep '25","Meia de lado por dentro","6","Condução Técnica +1","linha_12289","comprada:MLE","v6","2026-08-17 17:05:03.712916+00","vaga livre — A COLETAR","105796318903040|Meia de lado por dentro|6"
"105796318903040","105796318903040","Allan","78","MC","Brazilian League Selection 25 Sep '25","Meia ofensivo armador","6","Passe +1","linha_12288","comprada:MO","v6","2026-08-17 17:05:02.034193+00","vaga livre — A COLETAR","105796318903040|Meia ofensivo armador|6"
"105796318903040","105796318903040","Allan","78","MC","Brazilian League Selection 25 Sep '25","Volante de construção","6","Duelo (Divididas) +1","linha_2638","comprada:VOL","v6","2026-08-11 10:25:16.086521+00","vaga livre — A COLETAR","105796318903040|Volante de construção|6"
"105796318916611","105796318916611","Eric Ramires","81","MC","Brazilian League Selection 25 Sep '25","Meia central armador","6","Técnica +1","linha_2426","nativa","v6","2026-08-11 03:01:04.459231+00","vaga livre — A COLETAR","105796318916611|Meia central armador|6"
"105796318916611","105796318916611","Eric Ramires","81","MC","Brazilian League Selection 25 Sep '25","Meia central de chegada","6","Técnica +1","linha_2428","nativa","v6","2026-08-11 03:29:21.89765+00","vaga livre — A COLETAR","105796318916611|Meia central de chegada|6"
"105796318916611","105796318916611","Eric Ramires","81","MC","Brazilian League Selection 25 Sep '25","Meia de lado por dentro","6","Condução Técnica +1","linha_2429","comprada:MLD","v6","2026-08-11 03:45:31.643404+00","vaga livre — A COLETAR","105796318916611|Meia de lado por dentro|6"
"105796318916611","105796318916611","Eric Ramires","81","MC","Brazilian League Selection 25 Sep '25","Segundo atacante","6","Condução Técnica +1","linha_2436","comprada:MO","v6","2026-08-11 04:22:20.941764+00","vaga livre — A COLETAR","105796318916611|Segundo atacante|6"
"105796318916611","105796318916611","Eric Ramires","81","MC","Brazilian League Selection 25 Sep '25","Volante de contenção","6","Duelo +1","linha_2450","comprada:VOL","v6","2026-08-11 04:41:00.480825+00","vaga livre — A COLETAR","105796318916611|Volante de contenção|6"
"105796318919671","105796318919671","Sabino","80","ZC","Brazilian League Selection 25 Sep '25","Zagueiro de combate","6","Contra-ataque +1","linha_2383","nativa","v6","2026-08-10 23:06:35.279084+00","vaga livre — A COLETAR","105796318919671|Zagueiro de combate|6"
"105796318919671","105796318919671","Sabino","80","ZC","Brazilian League Selection 25 Sep '25","Zagueiro de saída","6","Reconstrução +1","linha_2384","nativa","v6","2026-08-10 23:06:35.539899+00","vaga livre — A COLETAR","105796318919671|Zagueiro de saída|6"
"105799003189215","105799003189215","Paul Pogba","82","MC","AS Monaco Selection 20 Apr '26","Meia central armador","6","Agilidade +1","linha_4677","nativa","v6","2026-08-17 14:46:39.5552+00","vaga livre — A COLETAR","105799003189215|Meia central armador|6"
"105799003189215","105799003189215","Paul Pogba","82","MC","AS Monaco Selection 20 Apr '26","Meia central de chegada","6","Agilidade +1","linha_4679","nativa","v6","2026-08-17 14:46:39.917419+00","vaga livre — A COLETAR","105799003189215|Meia central de chegada|6"
"105799003189215","105799003189215","Paul Pogba","82","MC","AS Monaco Selection 20 Apr '26","Meia de lado por fora","6","Cruzamento +1","linha_11266","comprada:MLE","v6","2026-08-15 23:07:56.045237+00","vaga livre — A COLETAR","105799003189215|Meia de lado por fora|6"
"105799003189215","105799003189215","Paul Pogba","82","MC","AS Monaco Selection 20 Apr '26","Meia ofensivo armador","6","Técnica +1","linha_4680","comprada:MO","v6","2026-08-17 14:46:40.078994+00","vaga livre — A COLETAR","105799003189215|Meia ofensivo armador|6"
"105799003189215","105799003189215","Paul Pogba","82","MC","AS Monaco Selection 20 Apr '26","Volante de construção","6","Contra-ataque +1","linha_11274","comprada:VOL","v6","2026-08-15 23:07:57.413458+00","vaga livre — A COLETAR","105799003189215|Volante de construção|6"
"105799271717572","105799271717572","Florian Wirtz","84","MO","Liverpool R Selection 23 Mar '26","Centroavante móvel","6","Instinto Artilheiro +1","linha_9985","comprada:CA","v6","2026-08-15 16:36:58.453381+00","vaga livre — A COLETAR","105799271717572|Centroavante móvel|6"
"105799271717572","105799271717572","Florian Wirtz","84","MO","Liverpool R Selection 23 Mar '26","Meia central de chegada","6","Cruzamento +1","linha_4290","comprada:MC","v6","2026-08-17 14:45:34.728646+00","vaga livre — A COLETAR","105799271717572|Meia central de chegada|6"
"105799271717572","105799271717572","Florian Wirtz","84","MO","Liverpool R Selection 23 Mar '26","Meia de lado por dentro","6","Agilidade +1","linha_9989","comprada:MLE","v6","2026-08-15 16:37:04.570325+00","vaga livre — A COLETAR","105799271717572|Meia de lado por dentro|6"
"105799271717572","105799271717572","Florian Wirtz","84","MO","Liverpool R Selection 23 Mar '26","Meia ofensivo armador","6","Passe +1","linha_4289","nativa","v6","2026-08-17 14:45:34.572852+00","vaga livre — A COLETAR","105799271717572|Meia ofensivo armador|6"
"105799271717572","105799271717572","Florian Wirtz","84","MO","Liverpool R Selection 23 Mar '26","Ponta finalizadora","6","Agilidade +1","linha_4291","comprada:PD","v6","2026-08-17 14:45:34.960328+00","vaga livre — A COLETAR","105799271717572|Ponta finalizadora|6"
"105799271717572","105799271717572","Florian Wirtz","84","MO","Liverpool R Selection 23 Mar '26","Segundo atacante","6","Agilidade +1","linha_9999","nativa","v6","2026-08-15 16:43:24.98832+00","vaga livre — A COLETAR","105799271717572|Segundo atacante|6"
"105799540139370","105799540139370","Antoine Semenyo","83","PD","Winter Transfer 23 Feb '26","Centroavante móvel","6","Instinto Artilheiro +1","linha_10657","comprada:CA","v6","2026-08-15 20:02:41.884539+00","vaga livre — A COLETAR","105799540139370|Centroavante móvel|6"
"105799540139370","105799540139370","Antoine Semenyo","83","PD","Winter Transfer 23 Feb '26","Meia de lado por dentro","6","Condução Técnica +1","linha_10673","comprada:MLE","v6","2026-08-15 20:03:24.457689+00","vaga livre — A COLETAR","105799540139370|Meia de lado por dentro|6"
"105799540139370","105799540139370","Antoine Semenyo","83","PD","Winter Transfer 23 Feb '26","Meia ofensivo armador","6","Técnica +1","linha_4497","comprada:SA","v6","2026-08-17 14:46:09.606729+00","vaga livre — A COLETAR","105799540139370|Meia ofensivo armador|6"
"105799540139370","105799540139370","Antoine Semenyo","83","PD","Winter Transfer 23 Feb '26","Ponta criadora","6","Instinto Artilheiro +1","linha_4503","nativa","v6","2026-08-17 14:46:10.648282+00","vaga livre — A COLETAR","105799540139370|Ponta criadora|6"
"105799540139370","105799540139370","Antoine Semenyo","83","PD","Winter Transfer 23 Feb '26","Ponta finalizadora","6","Agilidade +1","linha_4500","nativa","v6","2026-08-17 14:46:10.138+00","vaga livre — A COLETAR","105799540139370|Ponta finalizadora|6"
"105799808584103","105799808584103","Erling Haaland","85","CA","Manchester B Selection 26 Jan '26","Centroavante fixo","6","Disputa Aérea +1","linha_9264","nativa","v6","2026-08-15 13:06:35.840968+00","vaga livre — A COLETAR","105799808584103|Centroavante fixo|6"
"105799808584103","105799808584103","Erling Haaland","85","CA","Manchester B Selection 26 Jan '26","Centroavante móvel","6","Agilidade +1","linha_9267","nativa","v6","2026-08-15 13:06:36.493356+00","vaga livre — A COLETAR","105799808584103|Centroavante móvel|6"
"105799808584103","105799808584103","Erling Haaland","85","CA","Manchester B Selection 26 Jan '26","Falso nove","6","Instinto Artilheiro +1","linha_9273","nativa","v6","2026-08-15 13:06:37.817429+00","vaga livre — A COLETAR","105799808584103|Falso nove|6"
"105800345448096","105800345448096","Julian Alvarez","83","CA","Madrid Rosas RB Selection 1 Dec '25","Centroavante fixo","6","Força +1","linha_10479","nativa","v6","2026-08-07 04:42:28.531668+00","vaga livre — A COLETAR","105800345448096|Centroavante fixo|6"
"105800345448096","105800345448096","Julian Alvarez","83","CA","Madrid Rosas RB Selection 1 Dec '25","Centroavante móvel","6","Instinto Artilheiro +1","linha_10481","nativa","v6","2026-08-07 04:42:30.519824+00","vaga livre — A COLETAR","105800345448096|Centroavante móvel|6"
"105800345448096","105800345448096","Julian Alvarez","83","CA","Madrid Rosas RB Selection 1 Dec '25","Falso nove","6","Instinto Artilheiro +1","linha_10485","nativa","v6","2026-08-15 19:34:01.496422+00","vaga livre — A COLETAR","105800345448096|Falso nove|6"
"105800345448096","105800345448096","Julian Alvarez","83","CA","Madrid Rosas RB Selection 1 Dec '25","Meia de lado por dentro","6","Agilidade +1","linha_10483","comprada:MLD","v6","2026-08-15 19:34:01.128692+00","vaga livre — A COLETAR","105800345448096|Meia de lado por dentro|6"
"105800345448096","105800345448096","Julian Alvarez","83","CA","Madrid Rosas RB Selection 1 Dec '25","Meia ofensivo armador","6","Passe +1","linha_3829","comprada:MO","v6","2026-08-17 14:44:18.43526+00","vaga livre — A COLETAR","105800345448096|Meia ofensivo armador|6"
"105800345448096","105800345448096","Julian Alvarez","83","CA","Madrid Rosas RB Selection 1 Dec '25","Ponta finalizadora","6","Agilidade +1","linha_3830","comprada:PD","v6","2026-08-17 14:44:18.627962+00","vaga livre — A COLETAR","105800345448096|Ponta finalizadora|6"
"105800882303664","105800882303664","Cristian Romero","83","ZC","Tottenham WB Selection 3 Nov '25","Zagueiro de combate","6","Duelo (Divididas) +1","linha_4498","nativa","v6","2026-08-17 14:46:09.786094+00","vaga livre — A COLETAR","105800882303664|Zagueiro de combate|6"
"105800882303664","105800882303664","Cristian Romero","83","ZC","Tottenham WB Selection 3 Nov '25","Zagueiro de saída","6","Bloqueio Aéreo +1","linha_4499","nativa","v6","2026-08-17 14:46:09.972418+00","vaga livre — A COLETAR","105800882303664|Zagueiro de saída|6"
"105801150771036","105801150771036","Moises Caicedo","83","VOL","Chelsea B Selection 18 May '26","Lateral ofensivo","6","Agilidade +1","linha_10486","comprada:LD","v6","2026-08-15 19:34:01.653647+00","vaga livre — A COLETAR","105801150771036|Lateral ofensivo|6"
"105801150771036","105801150771036","Moises Caicedo","83","VOL","Chelsea B Selection 18 May '26","Meia central armador","6","Técnica +1","linha_12129","comprada:MC","v6","2026-08-17 14:48:00.367849+00","vaga livre — A COLETAR","105801150771036|Meia central armador|6"
"105801150771036","105801150771036","Moises Caicedo","83","VOL","Chelsea B Selection 18 May '26","Volante de construção","6","Precisão +1","linha_10489","nativa","v6","2026-08-15 19:34:02.143393+00","vaga livre — A COLETAR","105801150771036|Volante de construção|6"
"105801150771036","105801150771036","Moises Caicedo","83","VOL","Chelsea B Selection 18 May '26","Volante de contenção","6","Duelo (Divididas) +1","linha_10484","nativa","v6","2026-08-15 19:34:01.324945+00","vaga livre — A COLETAR","105801150771036|Volante de contenção|6"
"105801687618534","105801687618534","Aurelien Tchouameni","83","VOL","Spanish League Selection 2 Apr '26","Meia central armador","6","Técnica +1","linha_12128","comprada:MC","v6","2026-08-17 14:48:00.2183+00","vaga livre — A COLETAR","105801687618534|Meia central armador|6"
"105801687618534","105801687618534","Aurelien Tchouameni","83","VOL","Spanish League Selection 2 Apr '26","Meia ofensivo armador","6","Técnica +1","linha_3832","comprada:MO","v6","2026-08-17 14:44:18.977856+00","vaga livre — A COLETAR","105801687618534|Meia ofensivo armador|6"
"105801687618534","105801687618534","Aurelien Tchouameni","83","VOL","Spanish League Selection 2 Apr '26","Volante de construção","6","Reconstrução +1","linha_10492","nativa","v6","2026-08-15 19:36:14.064085+00","vaga livre — A COLETAR","105801687618534|Volante de construção|6"
"105801687618534","105801687618534","Aurelien Tchouameni","83","VOL","Spanish League Selection 2 Apr '26","Volante de contenção","6","Duelo (Divididas) +1","linha_10490","nativa","v6","2026-08-15 19:34:07.752256+00","vaga livre — A COLETAR","105801687618534|Volante de contenção|6"
"105801687618534","105801687618534","Aurelien Tchouameni","83","VOL","Spanish League Selection 2 Apr '26","Zagueiro de saída","6","Bloqueio Aéreo +1","linha_3831","comprada:ZC","v6","2026-08-17 14:44:18.795494+00","vaga livre — A COLETAR","105801687618534|Zagueiro de saída|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Centroavante fixo","6","Chute +1","linha_10487","nativa","v6","2026-08-07 04:42:28.531668+00","vaga livre — A COLETAR","105801956046312|Centroavante fixo|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Centroavante móvel","6","Instinto Artilheiro +1","linha_10488","nativa","v6","2026-08-07 04:42:30.519824+00","vaga livre — A COLETAR","105801956046312|Centroavante móvel|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Falso nove","6","Criador de Jogadas +1","linha_10501","nativa","v6","2026-08-15 19:38:21.558582+00","vaga livre — A COLETAR","105801956046312|Falso nove|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Meia central armador","6","Técnica +1","linha_3833","comprada:MC","v6","2026-08-17 14:44:19.143555+00","vaga livre — A COLETAR","105801956046312|Meia central armador|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Meia de lado por dentro","6","Condução Técnica +1","linha_10493","comprada:MLE","v6","2026-08-15 19:36:14.249161+00","vaga livre — A COLETAR","105801956046312|Meia de lado por dentro|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Meia ofensivo armador","6","Técnica +1","linha_3835","comprada:MO","v6","2026-08-17 14:44:19.455143+00","vaga livre — A COLETAR","105801956046312|Meia ofensivo armador|6"
"105801956046312","105801956046312","Christian Pulisic","83","CA","Italian League Selection 5 Mar '26","Ponta finalizadora","6","Agilidade +1","linha_3834","comprada:PE","v6","2026-08-17 14:44:19.287044+00","vaga livre — A COLETAR","105801956046312|Ponta finalizadora|6"
"105802224484472","105802224484472","Phil Foden","83","MO","English League Selection 5 Feb '26","Centroavante móvel","6","Sem Bola +1","linha_10491","comprada:CA","v6","2026-08-15 19:36:13.880107+00","vaga livre — A COLETAR","105802224484472|Centroavante móvel|6"
"105802224484472","105802224484472","Phil Foden","83","MO","English League Selection 5 Feb '26","Meia central armador","6","Cruzamento +1","linha_12131","comprada:MC","v6","2026-08-17 14:48:00.710603+00","vaga livre — A COLETAR","105802224484472|Meia central armador|6"
"105802224484472","105802224484472","Phil Foden","83","MO","English League Selection 5 Feb '26","Meia de lado por dentro","6","Agilidade +1","linha_10497","comprada:MLE","v6","2026-08-15 19:36:14.904797+00","vaga livre — A COLETAR","105802224484472|Meia de lado por dentro|6"
"105802224484472","105802224484472","Phil Foden","83","MO","English League Selection 5 Feb '26","Meia ofensivo armador","6","Passe +1","linha_3836","nativa","v6","2026-08-17 14:44:19.605938+00","vaga livre — A COLETAR","105802224484472|Meia ofensivo armador|6"
